title,author_name,author_birth_year,author_death_year,translators,subjects,bookshelves,copyright,download_count
Stand by for Mars!,"Rockwell, Carey",,,,"Astronauts -- Juvenile fiction, Corbett, Tom (Fictitious character) -- Juvenile fiction, Interplanetary voyages -- Juvenile fiction, Mars (Planet) -- Juvenile fiction, Science fiction","Browsing: Children & Young Adult Reading, Browsing: Science-Fiction & Fantasy, Science Fiction",False,183
The Laughing Prince: Jugoslav Folk and Fairy Tales,"Fillmore, Parker",1878,1944,,Fairy tales -- Yugoslavia,"Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Myths, Fairy Tales, etc.",False,183
The Frog Who Would A Wooing Go,"Bennett, Charles H. (Charles Henry)",1829,1867,,"Animals -- Juvenile fiction, Frogs -- Juvenile fiction, Nursery rhymes","Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Picture Books",False,183
A Middy of the Slave Squadron: A West African Story,"Collingwood, Harry",1851,1922,,"Africa, West -- Juvenile fiction, Sailors -- Juvenile fiction, Slave trade -- Juvenile fiction","Africa, Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Travel & Geography",False,183
True Blue,"Kingston, William Henry Giles",1814,1880,,"Great Britain. Royal Navy -- Juvenile fiction, Sailors -- Juvenile fiction, Sea stories, Seafaring life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,183
Children of the Old Testament,Anonymous,,,,"Bible stories -- Old Testament, Bible. Old Testament -- Biography -- Juvenile literature, Children in the Bible -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: Religion/Spirituality/Paranormal",False,183
Aladdin or The Wonderful Lamp,Anonymous,,,,"Children's poetry, Fairy tales","Browsing: Children & Young Adult Reading, Browsing: Literature",False,183
Ten Boys from History,"Sweetser, Kate Dickinson",1870,1939,,Boys -- Biography,"Browsing: Biographies, Browsing: Children & Young Adult Reading, Children's Biography",False,183
The Adventures of Danny Meadow Mouse,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,,"Animals -- Juvenile fiction, Mice -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,183
Bert Lloyd's Boyhood: A Story from Nova Scotia,"Oxley, J. Macdonald (James Macdonald)",1855,1907,,"Boys -- Juvenile fiction, Christian life -- Juvenile fiction, Friendship -- Juvenile fiction, Halifax (N.S.) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,183
Lisbeth Longfrock,"Aanrud, Hans",1863,1953,"Poulsson, Laura E. (Laura Elizabeth)","Country life -- Juvenile fiction, Farm life -- Juvenile fiction, Girls -- Juvenile fiction, Norway -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,183
Bobby of Cloverfield Farm,"Orton, Helen Fuller",1872,1955,,"Families -- Juvenile fiction, Farm life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,183
Through Russian Snows: A Story of Napoleon's Retreat from Moscow,"Henty, G. A. (George Alfred)",1832,1902,,"Napoleon I, Emperor of the French, 1769-1821 -- Juvenile fiction, Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare, Historical Fiction",False,183
The Flower Princess,"Brown, Abbie Farwell",1871,1927,,"Children's stories, Courtship -- Juvenile fiction, Fairy tales, Friendship -- Juvenile fiction, Mermaids -- Juvenile fiction, Princesses -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,183
"Harper's Round Table, October 8, 1895",Various,,,,Children's periodicals,"Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference, Harper's Young People",False,183
A Scout of To-day,"Hornibrook, Isabel",1859,1952,,Boy Scouts of America -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,183
"Fairy Circles: Tales and Legends of Giants, Dwarfs, Fairies, Water-Sprites, and Hobgoblins",Villamaria,1830,1895,,"Children's stories, Fairy tales, Legends","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,183
Edgar the Ready: A Tale of the Third Edward's Reign,"Shervill, W. P.",,,,"Great Britain -- History -- Edward III, 1327-1377 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - British",False,183
The boys' life of Edison,"Meadowcroft, Wm. H. (William Henry)",1853,,,"Edison, Thomas A. (Thomas Alva), 1847-1931 -- Juvenile literature","Browsing: Biographies, Browsing: Children & Young Adult Reading, Browsing: Computers & Technology",False,183
"Harper's Young People, April 11, 1882: An Illustrated Weekly",Various,,,,"Children's periodicals, American","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,183
Astronomy in a nutshell : $b The chief facts and principles explained in popular language for the general reader and for schools,"Serviss, Garrett Putman",1851,1929,,Astronomy -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Science - Astronomy",False,183
